Year,Municipality,AGE,UNIT_MEASURE,Sex,Value
2013,Teslić,0-4,Number,Both sexes,1604
2013,Teslić,0-4,Number,M,836
2013,Tešanj,0-4,Number,F,768
2013,Tešanj,0-4,Number,Both sexes,949
2013,Tešanj,0-4,Number,M,505
2013,Tomislavgrad,0-4,Number,F,444
2013,Tomislavgrad,0-4,Number,Both sexes,1593
2013,Tomislavgrad,0-4,Number,M,842
2013,Travnik,0-4,Number,F,751
2013,Travnik,0-4,Number,Both sexes,7781
2013,Travnik,0-4,Number,M,3921
2013,Trebinje,0-4,Number,F,3860
2013,Trebinje,0-4,Number,Both sexes,981
2013,Trebinje,0-4,Number,M,519
2013,Trnovo - FBiH,0-4,Number,F,462
2013,Trnovo - FBiH,0-4,Number,Both sexes,305
2013,Trnovo - FBiH,0-4,Number,M,164
2013,Trnovo - RS,0-4,Number,F,141
2013,Trnovo - RS,0-4,Number,Both sexes,757
2013,Trnovo - RS,0-4,Number,M,404
2013,Tuzla,0-4,Number,F,353
2013,Tuzla,0-4,Number,Both sexes,1723
2013,Tuzla,0-4,Number,M,912
2013,Ugljevik,0-4,Number,F,811
2013,Ugljevik,0-4,Number,Both sexes,9236
2013,Ugljevik,0-4,Number,M,4435
2013,Usora,0-4,Number,F,4801
2013,Usora,0-4,Number,Both sexes,1925
2013,Usora,0-4,Number,M,1017
2013,Vareš,0-4,Number,F,908
2013,Vareš,0-4,Number,Both sexes,235
2013,Vareš,0-4,Number,M,137
2013,Velika Kladuša,0-4,Number,F,98
2013,Velika Kladuša,0-4,Number,Both sexes,5196
2013,Velika Kladuša,0-4,Number,M,2410
2013,Visoko,0-4,Number,F,2786
2013,Visoko,0-4,Number,Both sexes,1196
2013,Visoko,0-4,Number,M,619
2013,Višegrad,0-4,Number,F,577
2013,Višegrad,0-4,Number,Both sexes,667
2013,Višegrad,0-4,Number,M,369
2013,Vitez,0-4,Number,F,298
2013,Vitez,0-4,Number,Both sexes,1329
2013,Vitez,0-4,Number,M,712
2013,Vlasenica,0-4,Number,F,617
2013,Vlasenica,0-4,Number,Both sexes,434
2013,Vlasenica,0-4,Number,M,233
2013,Sarajevo - Vogošća,0-4,Number,F,201
2013,Sarajevo - Vogošća,0-4,Number,Both sexes,136
2013,Sarajevo - Vogošća,0-4,Number,M,76
2013,Vukosavlje,0-4,Number,F,60
2013,Vukosavlje,0-4,Number,Both sexes,42
2013,Vukosavlje,0-4,Number,M,25
2013,Zavidovići,0-4,Number,F,17
2013,Zavidovići,0-4,Number,Both sexes,1507
2013,Zavidovići,0-4,Number,M,780
2013,Zenica,0-4,Number,F,727
2013,Zenica,0-4,Number,Both sexes,231
2013,Zenica,0-4,Number,M,126
2013,Zvornik,0-4,Number,F,105
2013,Zvornik,0-4,Number,Both sexes,16
2013,Zvornik,0-4,Number,M,6
2013,Žepče,0-4,Number,F,10
2013,Žepče,0-4,Number,Both sexes,418
2013,Žepče,0-4,Number,M,232
2013,Živinice,0-4,Number,F,186
2013,Živinice,0-4,Number,Both sexes,1481
2013,Živinice,0-4,Number,M,763
2013,Banja Luka,5-9,Number,F,718
2013,Banja Luka,5-9,Number,Both sexes,6216
2013,Banja Luka,5-9,Number,M,3153
2013,Banovići,5-9,Number,F,3063
2013,Banovići,5-9,Number,Both sexes,2124
2013,Banovići,5-9,Number,M,1101
2013,Berkovići,5-9,Number,F,1023
2013,Berkovići,5-9,Number,Both sexes,1006
2013,Berkovići,5-9,Number,M,531
2013,Bihać,5-9,Number,F,475
2013,Bihać,5-9,Number,Both sexes,215
2013,Bihać,5-9,Number,M,125
2013,Bijeljina,5-9,Number,F,90
2013,Bijeljina,5-9,Number,Both sexes,297
2013,Bijeljina,5-9,Number,M,155
2013,Bileća,5-9,Number,F,142
2013,Bileća,5-9,Number,Both sexes,670
2013,Bileća,5-9,Number,M,335
2013,Bosanska Krupa,5-9,Number,F,335
2013,Bosanska Krupa,5-9,Number,Both sexes,479
2013,Bosanska Krupa,5-9,Number,M,277
2013,Bosanski Petrovac,5-9,Number,F,202
2013,Bosanski Petrovac,5-9,Number,Both sexes,3049
2013,Bosanski Petrovac,5-9,Number,M,1545
2013,Bosansko Grahovo,5-9,Number,F,1504
2013,Bosansko Grahovo,5-9,Number,Both sexes,806
2013,Bosansko Grahovo,5-9,Number,M,411
2013,Bratunac,5-9,Number,F,395
2013,Bratunac,5-9,Number,Both sexes,816
2013,Bratunac,5-9,Number,M,448
2013,Brčko,5-9,Number,F,368
2013,Brčko,5-9,Number,Both sexes,1044
2013,Brčko,5-9,Number,M,544
2013,Breza,5-9,Number,F,500
2013,Breza,5-9,Number,Both sexes,1049
2013,Breza,5-9,Number,M,557
2013,Brod,5-9,Number,F,492
2013,Brod,5-9,Number,Both sexes,2952
2013,Brod,5-9,Number,M,1492
2013,Bugojno,5-9,Number,F,1460
2013,Bugojno,5-9,Number,Both sexes,2822
2013,Bugojno,5-9,Number,M,1392
2013,Busovača,5-9,Number,F,1430
2013,Busovača,5-9,Number,Both sexes,993
2013,Busovača,5-9,Number,M,514
2013,Bužim,5-9,Number,F,479
2013,Bužim,5-9,Number,Both sexes,1059
2013,Bužim,5-9,Number,M,549
2013,Cazin,5-9,Number,F,510
2013,Cazin,5-9,Number,Both sexes,391
2013,Cazin,5-9,Number,M,209
2013,Sarajevo - Centar,5-9,Number,F,182
2013,Sarajevo - Centar,5-9,Number,Both sexes,654
2013,Sarajevo - Centar,5-9,Number,M,360
2013,Čajniče,5-9,Number,F,294
2013,Čajniče,5-9,Number,Both sexes,2068
2013,Čajniče,5-9,Number,M,1060
2013,Čapljina,5-9,Number,F,1008
2013,Čapljina,5-9,Number,Both sexes,517
2013,Čapljina,5-9,Number,M,267
2013,Čelić,5-9,Number,F,250
2013,Čelić,5-9,Number,Both sexes,2375
2013,Čelić,5-9,Number,M,1188
2013,Čelinac,5-9,Number,F,1187
2013,Čelinac,5-9,Number,Both sexes,3221
2013,Čelinac,5-9,Number,M,1641
2013,Čitluk,5-9,Number,F,1580
2013,Čitluk,5-9,Number,Both sexes,2082
2013,Čitluk,5-9,Number,M,1149
2013,Derventa,5-9,Number,F,933
2013,Derventa,5-9,Number,Both sexes,3956
2013,Derventa,5-9,Number,M,2079
2013,Doboj,5-9,Number,F,1877
2013,Doboj,5-9,Number,Both sexes,1897
2013,Doboj,5-9,Number,M,968
2013,Doboj-Istok,5-9,Number,F,929
2013,Doboj-Istok,5-9,Number,Both sexes,69
2013,Doboj-Istok,5-9,Number,M,41
2013,Doboj-Jug,5-9,Number,F,28
2013,Doboj-Jug,5-9,Number,Both sexes,143
2013,Doboj-Jug,5-9,Number,M,78
2013,Dobretići,5-9,Number,F,65
2013,Dobretići,5-9,Number,Both sexes,8282
2013,Dobretići,5-9,Number,M,4106
2013,Domaljevac-Šamac,5-9,Number,F,4176
2013,Domaljevac-Šamac,5-9,Number,Both sexes,1148
2013,Domaljevac-Šamac,5-9,Number,M,597
2013,Donji Vakuf,5-9,Number,F,551
2013,Donji Vakuf,5-9,Number,Both sexes,459
2013,Donji Vakuf,5-9,Number,M,235
2013,Donji Žabar,5-9,Number,F,224
2013,Donji Žabar,5-9,Number,Both sexes,523
2013,Donji Žabar,5-9,Number,M,295
2013,Drvar,5-9,Number,F,228
2013,Drvar,5-9,Number,Both sexes,3327
2013,Drvar,5-9,Number,M,1768
2013,Foča - FBiH,5-9,Number,F,1559
2013,Foča - FBiH,5-9,Number,Both sexes,2935
2013,Foča - FBiH,5-9,Number,M,1448
2013,Foča - RS,5-9,Number,F,1487
2013,Foča - RS,5-9,Number,Both sexes,669
2013,Foča - RS,5-9,Number,M,355
2013,Fojnica,5-9,Number,F,314
2013,Fojnica,5-9,Number,Both sexes,1960
2013,Fojnica,5-9,Number,M,1060
2013,Gacko,5-9,Number,F,900
2013,Gacko,5-9,Number,Both sexes,855
2013,Gacko,5-9,Number,M,426
2013,Glamoč,5-9,Number,F,429
2013,Glamoč,5-9,Number,Both sexes,2149
2013,Glamoč,5-9,Number,M,1034
2013,Goražde,5-9,Number,F,1115
2013,Goražde,5-9,Number,Both sexes,291
2013,Goražde,5-9,Number,M,152
2013,Gornji Vakuf-Uskoplje,5-9,Number,F,139
2013,Gornji Vakuf-Uskoplje,5-9,Number,Both sexes,2702
2013,Gornji Vakuf-Uskoplje,5-9,Number,M,1413
2013,Gračanica,5-9,Number,F,1289
2013,Gračanica,5-9,Number,Both sexes,8475
2013,Gračanica,5-9,Number,M,4354
2013,Gradačac,5-9,Number,F,4121
2013,Gradačac,5-9,Number,Both sexes,4370
2013,Gradačac,5-9,Number,M,2242
2013,Gradiška,5-9,Number,F,2128
2013,Gradiška,5-9,Number,Both sexes,2303
2013,Gradiška,5-9,Number,M,1230
2013,Grude,5-9,Number,F,1073
2013,Grude,5-9,Number,Both sexes,4567
2013,Grude,5-9,Number,M,2400
2013,Sarajevo - Hadžići,5-9,Number,F,2167
2013,Sarajevo - Hadžići,5-9,Number,Both sexes,15347
2013,Sarajevo - Hadžići,5-9,Number,M,7428
2013,Han Pijesak,5-9,Number,F,7919
2013,Han Pijesak,5-9,Number,Both sexes,1703
2013,Han Pijesak,5-9,Number,M,896
2013,Sarajevo - Ilidža,5-9,Number,F,807
2013,Sarajevo - Ilidža,5-9,Number,Both sexes,105
2013,Sarajevo - Ilidža,5-9,Number,M,47
2013,Sarajevo - Ilijaš,5-9,Number,F,58
2013,Sarajevo - Ilijaš,5-9,Number,Both sexes,3814
2013,Sarajevo - Ilijaš,5-9,Number,M,1877
2013,Istočna Ilidža,5-9,Number,F,1937
2013,Istočna Ilidža,5-9,Number,Both sexes,7573
2013,Istočna Ilidža,5-9,Number,M,3855
2013,Istočni Drvar,5-9,Number,F,3718
2013,Istočni Drvar,5-9,Number,Both sexes,629
2013,Istočni Drvar,5-9,Number,M,344
2013,Municipality,AGE,Number,F,285
2013,Banja Luka,Total,Number,Both sexes,1763
2013,Banja Luka,Total,Number,M,909
2013,Banja Luka,Total,Number,F,854
2013,Banovići,Total,Number,Both sexes,414
2013,Banovići,Total,Number,M,230
2013,Banovići,Total,Number,F,184
2013,Berkovići,Total,Number,Both sexes,121
2013,Berkovići,Total,Number,M,70
2013,Berkovići,Total,Number,F,51
2013,Bihać,Total,Number,Both sexes,1682
2013,Bihać,Total,Number,M,919
2013,Bihać,Total,Number,F,763
2013,Bijeljina,Total,Number,Both sexes,5991
2013,Bijeljina,Total,Number,M,2914
2013,Bijeljina,Total,Number,F,3077
2013,Bileća,Total,Number,Both sexes,1063
2013,Bileća,Total,Number,M,540
2013,Bileća,Total,Number,F,523
2013,Bosanska Krupa,Total,Number,Both sexes,1174
2013,Bosanska Krupa,Total,Number,M,597
2013,Bosanska Krupa,Total,Number,F,577
2013,Bosanski Petrovac,Total,Number,Both sexes,2247
2013,Bosanski Petrovac,Total,Number,M,1181
2013,Bosanski Petrovac,Total,Number,F,1066
2013,Bosansko Grahovo,Total,Number,Both sexes,1328
2013,Bosansko Grahovo,Total,Number,M,699
2013,Bosansko Grahovo,Total,Number,F,629
2013,Bratunac,Total,Number,Both sexes,1607
2013,Bratunac,Total,Number,M,909
2013,Bratunac,Total,Number,F,698
2013,Brčko,Total,Number,Both sexes,5425
2013,Brčko,Total,Number,M,2765
2013,Brčko,Total,Number,F,2660
2013,Breza,Total,Number,Both sexes,4122
2013,Breza,Total,Number,M,1946
2013,Breza,Total,Number,F,2176
2013,Brod,Total,Number,Both sexes,280
2013,Brod,Total,Number,M,162
2013,Brod,Total,Number,F,118
2013,Bugojno,Total,Number,Both sexes,1628
2013,Bugojno,Total,Number,M,839
2013,Bugojno,Total,Number,F,789
2013,Busovača,Total,Number,Both sexes,721
2013,Busovača,Total,Number,M,352
2013,Busovača,Total,Number,F,369
2013,Bužim,Total,Number,Both sexes,1027
2013,Bužim,Total,Number,M,547
2013,Bužim,Total,Number,F,480
2013,Cazin,Total,Number,Both sexes,1041
2013,Cazin,Total,Number,M,504
2013,Cazin,Total,Number,F,537
2013,Sarajevo - Centar,Total,Number,Both sexes,1699
2013,Sarajevo - Centar,Total,Number,M,882
2013,Sarajevo - Centar,Total,Number,F,817
2013,Čajniče,Total,Number,Both sexes,5017
2013,Čajniče,Total,Number,M,2540
2013,Čajniče,Total,Number,F,2477
2013,Čapljina,Total,Number,Both sexes,674
2013,Čapljina,Total,Number,M,337
2013,Čapljina,Total,Number,F,337
2013,Čelić,Total,Number,Both sexes,290
2013,Čelić,Total,Number,M,149
2013,Čelić,Total,Number,F,141
2013,Čelinac,Total,Number,Both sexes,138
2013,Čelinac,Total,Number,M,83
2013,Čelinac,Total,Number,F,55
2013,Čitluk,Total,Number,Both sexes,317
2013,Čitluk,Total,Number,M,159
2013,Čitluk,Total,Number,F,158
2013,Derventa,Total,Number,Both sexes,959
2013,Derventa,Total,Number,M,504
2013,Derventa,Total,Number,F,455
2013,Doboj,Total,Number,Both sexes,191
2013,Doboj,Total,Number,M,100
2013,Doboj,Total,Number,F,91
2013,Doboj-Istok,Total,Number,Both sexes,388
2013,Doboj-Istok,Total,Number,M,225
2013,Doboj-Istok,Total,Number,F,163
2013,Doboj-Jug,Total,Number,Both sexes,106
2013,Doboj-Jug,Total,Number,M,61
2013,Doboj-Jug,Total,Number,F,45
2013,Dobretići,Total,Number,Both sexes,1148
2013,Dobretići,Total,Number,M,652
2013,Dobretići,Total,Number,F,496
2013,Domaljevac-Šamac,Total,Number,Both sexes,865
2013,Domaljevac-Šamac,Total,Number,M,468
2013,Domaljevac-Šamac,Total,Number,F,397
2013,Donji Vakuf,Total,Number,Both sexes,536
2013,Donji Vakuf,Total,Number,M,309
2013,Donji Vakuf,Total,Number,F,227
2013,Donji Žabar,Total,Number,Both sexes,222
2013,Donji Žabar,Total,Number,M,114
2013,Donji Žabar,Total,Number,F,108
2013,Drvar,Total,Number,Both sexes,1477
2013,Drvar,Total,Number,M,765
2013,Drvar,Total,Number,F,712
2013,Foča - FBiH,Total,Number,Both sexes,1526
2013,Foča - FBiH,Total,Number,M,821
2013,Foča - FBiH,Total,Number,F,705
2013,Foča - RS,Total,Number,Both sexes,3234
2013,Foča - RS,Total,Number,M,1604
2013,Foča - RS,Total,Number,F,1630
2013,Fojnica,Total,Number,Both sexes,2710
2013,Fojnica,Total,Number,M,1355
2013,Fojnica,Total,Number,F,1355
2013,Gacko,Total,Number,Both sexes,3501
2013,Gacko,Total,Number,M,1764
2013,Gacko,Total,Number,F,1737
2013,Glamoč,Total,Number,Both sexes,1004
2013,Glamoč,Total,Number,M,494
2013,Glamoč,Total,Number,F,510
2013,Goražde,Total,Number,Both sexes,1833
2013,Goražde,Total,Number,M,904
2013,Goražde,Total,Number,F,929
2013,Gornji Vakuf-Uskoplje,Total,Number,Both sexes,199
2013,Gornji Vakuf-Uskoplje,Total,Number,M,106
2013,Gornji Vakuf-Uskoplje,Total,Number,F,93
2013,Gračanica,Total,Number,Both sexes,5463
2013,Gračanica,Total,Number,M,2675
2013,Gračanica,Total,Number,F,2788
2013,Gradačac,Total,Number,Both sexes,1577
2013,Gradačac,Total,Number,M,788
2013,Gradačac,Total,Number,F,789
2013,Gradiška,Total,Number,Both sexes,1183
2013,Gradiška,Total,Number,M,573
2013,Gradiška,Total,Number,F,610
2013,Grude,Total,Number,Both sexes,11
2013,Grude,Total,Number,M,8
2013,Grude,Total,Number,F,3
2013,Sarajevo - Hadžići,Total,Number,Both sexes,16
2013,Sarajevo - Hadžići,Total,Number,M,8
2013,Sarajevo - Hadžići,Total,Number,F,8
2013,Han Pijesak,Total,Number,Both sexes,76
2013,Han Pijesak,Total,Number,M,39
2013,Han Pijesak,Total,Number,F,37
2013,Sarajevo - Ilidža,Total,Number,Both sexes,957
2013,Sarajevo - Ilidža,Total,Number,M,474
2013,Sarajevo - Ilidža,Total,Number,F,483
2013,Sarajevo - Ilijaš,Total,Number,Both sexes,721
2013,Sarajevo - Ilijaš,Total,Number,M,403
2013,Sarajevo - Ilijaš,Total,Number,F,318
2013,Istočna Ilidža,Total,Number,Both sexes,2068
2013,Istočna Ilidža,Total,Number,M,1109
2013,Istočna Ilidža,Total,Number,F,959
2013,Istočni Drvar,Total,Number,Both sexes,65
2013,Istočni Drvar,Total,Number,M,39
2013,Istočni Drvar,Total,Number,F,26
2013,Istočni Mostar,Total,Number,Both sexes,2709
2013,Istočni Mostar,Total,Number,M,1428
2013,Istočni Mostar,Total,Number,F,1281
2013,Istočni Stari Grad,Total,Number,Both sexes,2364
2013,Istočni Stari Grad,Total,Number,M,1200
2013,Istočni Stari Grad,Total,Number,F,1164
2013,Istočno Novo Sarajevo,Total,Number,Both sexes,100
2013,Istočno Novo Sarajevo,Total,Number,M,57
2013,Istočno Novo Sarajevo,Total,Number,F,43
2013,Jablanica,Total,Number,Both sexes,1496
2013,Jablanica,Total,Number,M,762
2013,Jablanica,Total,Number,F,734
2013,Jajce,Total,Number,Both sexes,857
2013,Jajce,Total,Number,M,440
2013,Jajce,Total,Number,F,417
2013,Jezero,Total,Number,Both sexes,1257
2013,Jezero,Total,Number,M,652
2013,Jezero,Total,Number,F,605
2013,Kakanj,Total,Number,Both sexes,562
2013,Kakanj,Total,Number,M,304
2013,Kakanj,Total,Number,F,258
2013,Kalesija,Total,Number,Both sexes,1640
2013,Kalesija,Total,Number,M,836
2013,Kalesija,Total,Number,F,804
2013,Kalinovik,Total,Number,Both sexes,441
2013,Kalinovik,Total,Number,M,241
2013,Kalinovik,Total,Number,F,200
2013,Kiseljak,Total,Number,Both sexes,1382
2013,Kiseljak,Total,Number,M,709
2013,Kiseljak,Total,Number,F,673
2013,Kladanj,Total,Number,Both sexes,1315
2013,Kladanj,Total,Number,M,708
2013,Kladanj,Total,Number,F,607
2013,Ključ,Total,Number,Both sexes,336
2013,Ključ,Total,Number,M,183
2013,Ključ,Total,Number,F,153
2013,Kneževo,Total,Number,Both sexes,80
2013,Kneževo,Total,Number,M,50
2013,Kneževo,Total,Number,F,30
2013,Konjic,Total,Number,Both sexes,294
2013,Konjic,Total,Number,M,156
2013,Konjic,Total,Number,F,138
2013,Kostajnica,Total,Number,Both sexes,7
2013,Kostajnica,Total,Number,M,1
2013,Kostajnica,Total,Number,F,6
2013,Kotor Varoš,Total,Number,Both sexes,2476
2013,Kotor Varoš,Total,Number,M,1252
2013,Kotor Varoš,Total,Number,F,1224
2013,Kozarska Dubica,Total,Number,Both sexes,2270
2013,Kozarska Dubica,Total,Number,M,1160
2013,Kozarska Dubica,Total,Number,F,1110
2013,Kreševo,Total,Number,Both sexes,868
2013,Kreševo,Total,Number,M,458
2013,Kreševo,Total,Number,F,410
2013,Krupa Na Uni,Total,Number,Both sexes,2959
2013,Krupa Na Uni,Total,Number,M,1506
2013,Krupa Na Uni,Total,Number,F,1453
2013,Kupres - FBiH,Total,Number,Both sexes,217
2013,Kupres - FBiH,Total,Number,M,116
2013,Kupres - FBiH,Total,Number,F,101
2013,Kupres - RS,Total,Number,Both sexes,1748
2013,Kupres - RS,Total,Number,M,899
2013,Kupres - RS,Total,Number,F,849
2013,Laktaši,Total,Number,Both sexes,1672
2013,Laktaši,Total,Number,M,870
2013,Laktaši,Total,Number,F,802
2013,Livno,Total,Number,Both sexes,929
2013,Livno,Total,Number,M,518
2013,Livno,Total,Number,F,411
2013,Lopare,Total,Number,Both sexes,1565
2013,Lopare,Total,Number,M,783
2013,Lopare,Total,Number,F,782
2013,Lukavac,Total,Number,Both sexes,7762
2013,Lukavac,Total,Number,M,3996
2013,Lukavac,Total,Number,F,3766
2013,Ljubinje,Total,Number,Both sexes,996
2013,Ljubinje,Total,Number,M,488
2013,Ljubinje,Total,Number,F,508
2013,Ljubuški,Total,Number,Both sexes,252
2013,Ljubuški,Total,Number,M,131
2013,Ljubuški,Total,Number,F,121
2013,Maglaj,Total,Number,Both sexes,749
2013,Maglaj,Total,Number,M,397
2013,Maglaj,Total,Number,F,352
2013,Milići,Total,Number,Both sexes,1771
2013,Milići,Total,Number,M,933
2013,Milići,Total,Number,F,838
2013,Modriča,Total,Number,Both sexes,10261
2013,Modriča,Total,Number,M,4916
2013,Modriča,Total,Number,F,5345
2013,Mostar,Total,Number,Both sexes,1690
2013,Mostar,Total,Number,M,930
2013,Mostar,Total,Number,F,760
2013,Mrkonjić Grad,Total,Number,Both sexes,221
2013,Mrkonjić Grad,Total,Number,M,112
2013,Mrkonjić Grad,Total,Number,F,109
2013,Neum,Total,Number,Both sexes,5296
2013,Neum,Total,Number,M,2477
2013,Neum,Total,Number,F,2819
2013,Nevesinje,Total,Number,Both sexes,1160
2013,Nevesinje,Total,Number,M,585
2013,Nevesinje,Total,Number,F,575
2013,Novi Grad,Total,Number,Both sexes,647
2013,Novi Grad,Total,Number,M,362
2013,Novi Grad,Total,Number,F,285
2013,Sarajevo - Novi Grad,Total,Number,Both sexes,1203
2013,Sarajevo - Novi Grad,Total,Number,M,625
2013,Sarajevo - Novi Grad,Total,Number,F,578
2013,Novi Travnik,Total,Number,Both sexes,463
2013,Novi Travnik,Total,Number,M,247
2013,Novi Travnik,Total,Number,F,216
2013,Novo Goražde,Total,Number,Both sexes,138
2013,Novo Goražde,Total,Number,M,73
2013,Novo Goražde,Total,Number,F,65
2013,Sarajevo - Novo Sarajevo,Total,Number,Both sexes,40
2013,Sarajevo - Novo Sarajevo,Total,Number,M,17
2013,Sarajevo - Novo Sarajevo,Total,Number,F,23
2013,Odžak,Total,Number,Both sexes,1499
2013,Odžak,Total,Number,M,721
2013,Odžak,Total,Number,F,778
2013,Olovo,Total,Number,Both sexes,234
2013,Olovo,Total,Number,M,112
2013,Olovo,Total,Number,F,122
2013,Orašje,Total,Number,Both sexes,21
2013,Orašje,Total,Number,M,10
2013,Orašje,Total,Number,F,11
2013,Osmaci,Total,Number,Both sexes,350
2013,Osmaci,Total,Number,M,188
2013,Osmaci,Total,Number,F,162
2013,Oštra Luka,Total,Number,Both sexes,1351
2013,Oštra Luka,Total,Number,M,685
2013,Oštra Luka,Total,Number,F,666
2013,Pale - FBiH,Total,Number,Both sexes,6213
2013,Pale - FBiH,Total,Number,M,3161
2013,Pale - FBiH,Total,Number,F,3052
2013,Pale - RS,Total,Number,Both sexes,2268
2013,Pale - RS,Total,Number,M,1121
2013,Pale - RS,Total,Number,F,1147
2013,Pelagićevo,Total,Number,Both sexes,995
2013,Pelagićevo,Total,Number,M,536
2013,Pelagićevo,Total,Number,F,459
2013,Petrovac,Total,Number,Both sexes,168
2013,Petrovac,Total,Number,M,91
2013,Petrovac,Total,Number,F,77
2013,Petrovo,Total,Number,Both sexes,292
2013,Petrovo,Total,Number,M,166
2013,Petrovo,Total,Number,F,126
2013,Posušje,Total,Number,Both sexes,686
2013,Posušje,Total,Number,M,369
2013,Posušje,Total,Number,F,317
2013,Prijedor,Total,Number,Both sexes,469
2013,Prijedor,Total,Number,M,260
2013,Prijedor,Total,Number,F,209
2013,Prnjavor,Total,Number,Both sexes,3017
2013,Prnjavor,Total,Number,M,1572
2013,Prnjavor,Total,Number,F,1445
2013,Prozor,Total,Number,Both sexes,778
2013,Prozor,Total,Number,M,404
2013,Prozor,Total,Number,F,374
2013,Ravno,Total,Number,Both sexes,799
2013,Ravno,Total,Number,M,415
2013,Ravno,Total,Number,F,384
2013,Ribnik,Total,Number,Both sexes,1164
2013,Ribnik,Total,Number,M,592
2013,Ribnik,Total,Number,F,572
2013,Rogatica,Total,Number,Both sexes,1053
2013,Rogatica,Total,Number,M,578
2013,Rogatica,Total,Number,F,475
2013,Rudo,Total,Number,Both sexes,2859
2013,Rudo,Total,Number,M,1476
2013,Rudo,Total,Number,F,1383
2013,Sanski Most,Total,Number,Both sexes,2732
2013,Sanski Most,Total,Number,M,1319
2013,Sanski Most,Total,Number,F,1413
2013,Sapna,Total,Number,Both sexes,981
2013,Sapna,Total,Number,M,520
2013,Sapna,Total,Number,F,461
2013,Sokolac,Total,Number,Both sexes,982
2013,Sokolac,Total,Number,M,530
2013,Sokolac,Total,Number,F,452
2013,Srbac,Total,Number,Both sexes,425
2013,Srbac,Total,Number,M,228
2013,Srbac,Total,Number,F,197
2013,Srebrenica,Total,Number,Both sexes,668
2013,Srebrenica,Total,Number,M,372
2013,Srebrenica,Total,Number,F,296
2013,Srebrenik,Total,Number,Both sexes,1692
2013,Srebrenik,Total,Number,M,842
2013,Srebrenik,Total,Number,F,850
2013,Sarajevo - Stari Grad,Total,Number,Both sexes,549
2013,Sarajevo - Stari Grad,Total,Number,M,305
2013,Sarajevo - Stari Grad,Total,Number,F,244
2013,Stolac,Total,Number,Both sexes,2443
2013,Stolac,Total,Number,M,1243
2013,Stolac,Total,Number,F,1200
2013,Šamac,Total,Number,Both sexes,3175
2013,Šamac,Total,Number,M,1592
2013,Šamac,Total,Number,F,1583
2013,Šekovići,Total,Number,Both sexes,2086
2013,Šekovići,Total,Number,M,1095
2013,Šekovići,Total,Number,F,991
2013,Šipovo,Total,Number,Both sexes,3921
2013,Šipovo,Total,Number,M,2019
2013,Šipovo,Total,Number,F,1902
2013,Široki Brijeg,Total,Number,Both sexes,1968
2013,Široki Brijeg,Total,Number,M,990
2013,Široki Brijeg,Total,Number,F,978
2013,Teočak,Total,Number,Both sexes,73
2013,Teočak,Total,Number,M,39
2013,Teočak,Total,Number,F,34
2013,Teslić,Total,Number,Both sexes,130
2013,Teslić,Total,Number,M,78
2013,Teslić,Total,Number,F,52
2013,Tešanj,Total,Number,Both sexes,8028
2013,Tešanj,Total,Number,M,3994
2013,Tešanj,Total,Number,F,4034
2013,Tomislavgrad,Total,Number,Both sexes,925
2013,Tomislavgrad,Total,Number,M,466
2013,Tomislavgrad,Total,Number,F,459
2013,Travnik,Total,Number,Both sexes,404
2013,Travnik,Total,Number,M,205
2013,Travnik,Total,Number,F,199
2013,Trebinje,Total,Number,Both sexes,451
2013,Trebinje,Total,Number,M,247
2013,Trebinje,Total,Number,F,204
2013,Trnovo - FBiH,Total,Number,Both sexes,3379
2013,Trnovo - FBiH,Total,Number,M,1762
2013,Trnovo - FBiH,Total,Number,F,1617
2013,Trnovo - RS,Total,Number,Both sexes,2910
2013,Trnovo - RS,Total,Number,M,1483
2013,Trnovo - RS,Total,Number,F,1427
2013,Tuzla,Total,Number,Both sexes,664
2013,Tuzla,Total,Number,M,337
2013,Tuzla,Total,Number,F,327
2013,Ugljevik,Total,Number,Both sexes,1913
2013,Ugljevik,Total,Number,M,958
