Year,UNIT_MEASURE,Municipality,Sex,AGE,Value
2013,Number,Kalesija,Both sexes,15-19,2670
2013,Number,Kalesija,M,15-19,1350
2013,Number,Kalesija,F,15-19,1320
2013,Number,Kalinovik,Both sexes,15-19,94
2013,Number,Kalinovik,M,15-19,39
2013,Number,Kalinovik,F,15-19,55
2013,Number,Kiseljak,Both sexes,15-19,1539
2013,Number,Kiseljak,M,15-19,794
2013,Number,Kiseljak,F,15-19,745
2013,Number,Kladanj,Both sexes,15-19,1020
2013,Number,Kladanj,M,15-19,525
2013,Number,Kladanj,F,15-19,495
2013,Number,Ključ,Both sexes,15-19,1256
2013,Number,Ključ,M,15-19,647
2013,Number,Ključ,F,15-19,609
2013,Number,Kneževo,Both sexes,15-19,663
2013,Number,Kneževo,M,15-19,328
2013,Number,Kneževo,F,15-19,335
2013,Number,Konjic,Both sexes,15-19,1851
2013,Number,Konjic,M,15-19,962
2013,Number,Konjic,F,15-19,889
2013,Number,Kostajnica,Both sexes,15-19,378
2013,Number,Kostajnica,M,15-19,198
2013,Number,Kostajnica,F,15-19,180
2013,Number,Kotor Varoš,Both sexes,15-19,1453
2013,Number,Kotor Varoš,M,15-19,760
2013,Number,Kotor Varoš,F,15-19,693
2013,Number,Kozarska Dubica,Both sexes,15-19,1222
2013,Number,Kozarska Dubica,M,15-19,627
2013,Number,Kozarska Dubica,F,15-19,595
2013,Number,Kreševo,Both sexes,15-19,365
2013,Number,Kreševo,M,15-19,168
2013,Number,Kreševo,F,15-19,197
2013,Number,Krupa Na Uni,Both sexes,15-19,102
2013,Number,Krupa Na Uni,M,15-19,55
2013,Number,Krupa Na Uni,F,15-19,47
2013,Number,Kupres - FBiH,Both sexes,15-19,367
2013,Number,Kupres - FBiH,M,15-19,189
2013,Number,Kupres - FBiH,F,15-19,178
2013,Number,Kupres - RS,Both sexes,15-19,13
2013,Number,Kupres - RS,M,15-19,7
2013,Number,Kupres - RS,F,15-19,6
2013,Number,Laktaši,Both sexes,15-19,2190
2013,Number,Laktaši,M,15-19,1147
2013,Number,Laktaši,F,15-19,1043
2013,Number,Livno,Both sexes,15-19,2423
2013,Number,Livno,M,15-19,1202
2013,Number,Livno,F,15-19,1221
2013,Number,Lopare,Both sexes,15-19,969
2013,Number,Lopare,M,15-19,480
2013,Number,Lopare,F,15-19,489
2013,Number,Lukavac,Both sexes,15-19,3047
2013,Number,Lukavac,M,15-19,1575
2013,Number,Lukavac,F,15-19,1472
2013,Number,Ljubinje,Both sexes,15-19,221
2013,Number,Ljubinje,M,15-19,110
2013,Number,Ljubinje,F,15-19,111
2013,Number,Ljubuški,Both sexes,15-19,2082
2013,Number,Ljubuški,M,15-19,1038
2013,Number,Ljubuški,F,15-19,1044
2013,Number,Maglaj,Both sexes,15-19,1745
2013,Number,Maglaj,M,15-19,893
2013,Number,Maglaj,F,15-19,852
2013,Number,Milići,Both sexes,15-19,847
2013,Number,Milići,M,15-19,441
2013,Number,Milići,F,15-19,406
2013,Number,Modriča,Both sexes,15-19,1623
2013,Number,Modriča,M,15-19,813
2013,Number,Modriča,F,15-19,810
2013,Number,Mostar,Both sexes,15-19,7793
2013,Number,Mostar,M,15-19,4074
2013,Number,Mostar,F,15-19,3719
2013,Number,Mrkonjić Grad,Both sexes,15-19,1003
2013,Number,Mrkonjić Grad,M,15-19,558
2013,Number,Mrkonjić Grad,F,15-19,445
2013,Number,Neum,Both sexes,15-19,344
2013,Number,Neum,M,15-19,173
2013,Number,Neum,F,15-19,171
2013,Number,Nevesinje,Both sexes,15-19,806
2013,Number,Nevesinje,M,15-19,406
2013,Number,Nevesinje,F,15-19,400
2013,Number,Novi Grad,Both sexes,15-19,1665
2013,Number,Novi Grad,M,15-19,864
2013,Number,Novi Grad,F,15-19,801
2013,Number,Sarajevo - Novi Grad,Both sexes,15-19,7216
2013,Number,Sarajevo - Novi Grad,M,15-19,3634
2013,Number,Sarajevo - Novi Grad,F,15-19,3582
2013,Number,Novi Travnik,Both sexes,15-19,2000
2013,Number,Novi Travnik,M,15-19,1041
2013,Number,Novi Travnik,F,15-19,959
2013,Number,Novo Goražde,Both sexes,15-19,147
2013,Number,Novo Goražde,M,15-19,73
2013,Number,Novo Goražde,F,15-19,74
2013,Number,Sarajevo - Novo Sarajevo,Both sexes,15-19,3701
2013,Number,Sarajevo - Novo Sarajevo,M,15-19,1907
2013,Number,Sarajevo - Novo Sarajevo,F,15-19,1794
2013,Number,Odžak,Both sexes,15-19,1253
2013,Number,Odžak,M,15-19,675
2013,Number,Odžak,F,15-19,578
2013,Number,Olovo,Both sexes,15-19,745
2013,Number,Olovo,M,15-19,360
2013,Number,Olovo,F,15-19,385
2013,Number,Orašje,Both sexes,15-19,1407
2013,Number,Orašje,M,15-19,710
2013,Number,Orašje,F,15-19,697
2013,Number,Osmaci,Both sexes,15-19,429
2013,Number,Osmaci,M,15-19,220
2013,Number,Osmaci,F,15-19,209
2013,Number,Oštra Luka,Both sexes,15-19,220
2013,Number,Oštra Luka,M,15-19,118
2013,Number,Oštra Luka,F,15-19,102
2013,Number,Pale - FBiH,Both sexes,15-19,74
2013,Number,Pale - FBiH,M,15-19,29
2013,Number,Pale - FBiH,F,15-19,45
2013,Number,Pale - RS,Both sexes,15-19,1302
2013,Number,Pale - RS,M,15-19,645
2013,Number,Pale - RS,F,15-19,657
2013,Number,Pelagićevo,Both sexes,15-19,301
2013,Number,Pelagićevo,M,15-19,158
2013,Number,Pelagićevo,F,15-19,143
2013,Number,Petrovac,Both sexes,15-19,13
2013,Number,Petrovac,M,15-19,7
2013,Number,Petrovac,F,15-19,6
2013,Number,Petrovo,Both sexes,15-19,352
2013,Number,Petrovo,M,15-19,186
2013,Number,Petrovo,F,15-19,166
2013,Number,Posušje,Both sexes,15-19,1702
2013,Number,Posušje,M,15-19,892
2013,Number,Posušje,F,15-19,810
2013,Number,Prijedor,Both sexes,15-19,5681
2013,Number,Prijedor,M,15-19,2896
2013,Number,Prijedor,F,15-19,2785
2013,Number,Prnjavor,Both sexes,15-19,2388
2013,Number,Prnjavor,M,15-19,1279
2013,Number,Prnjavor,F,15-19,1109
2013,Number,Prozor,Both sexes,15-19,1134
2013,Number,Prozor,M,15-19,596
2013,Number,Prozor,F,15-19,538
2013,Number,Ravno,Both sexes,15-19,193
2013,Number,Ravno,M,15-19,100
2013,Number,Ravno,F,15-19,93
2013,Number,Ribnik,Both sexes,15-19,360
2013,Number,Ribnik,M,15-19,168
2013,Number,Ribnik,F,15-19,192
2013,Number,Rogatica,Both sexes,15-19,622
2013,Number,Rogatica,M,15-19,335
2013,Number,Rogatica,F,15-19,287
2013,Number,Rudo,Both sexes,15-19,388
2013,Number,Rudo,M,15-19,202
2013,Number,Rudo,F,15-19,186
2013,Number,Sanski Most,Both sexes,15-19,3121
2013,Number,Sanski Most,M,15-19,1640
2013,Number,Sanski Most,F,15-19,1481
2013,Number,Sapna,Both sexes,15-19,1061
2013,Number,Sapna,M,15-19,585
2013,Number,Sapna,F,15-19,476
2013,Number,Sokolac,Both sexes,15-19,692
2013,Number,Sokolac,M,15-19,356
2013,Number,Sokolac,F,15-19,336
2013,Number,Srbac,Both sexes,15-19,1059
2013,Number,Srbac,M,15-19,544
2013,Number,Srbac,F,15-19,515
2013,Number,Srebrenica,Both sexes,15-19,942
2013,Number,Srebrenica,M,15-19,509
2013,Number,Srebrenica,F,15-19,433
2013,Number,Srebrenik,Both sexes,15-19,2934
2013,Number,Srebrenik,M,15-19,1487
2013,Number,Srebrenik,F,15-19,1447
2013,Number,Sarajevo - Stari Grad,Both sexes,15-19,2301
2013,Number,Sarajevo - Stari Grad,M,15-19,1190
2013,Number,Sarajevo - Stari Grad,F,15-19,1111
2013,Number,Stolac,Both sexes,15-19,1083
2013,Number,Stolac,M,15-19,565
2013,Number,Stolac,F,15-19,518
2013,Number,Šamac,Both sexes,15-19,1075
2013,Number,Šamac,M,15-19,527
2013,Number,Šamac,F,15-19,548
2013,Number,Šekovići,Both sexes,15-19,403
2013,Number,Šekovići,M,15-19,194
2013,Number,Šekovići,F,15-19,209
2013,Number,Šipovo,Both sexes,15-19,609
2013,Number,Šipovo,M,15-19,326
2013,Number,Šipovo,F,15-19,283
2013,Number,Široki Brijeg,Both sexes,15-19,2331
2013,Number,Široki Brijeg,M,15-19,1208
2013,Number,Široki Brijeg,F,15-19,1123
2013,Number,Teočak,Both sexes,15-19,605
2013,Number,Teočak,M,15-19,310
2013,Number,Teočak,F,15-19,295
2013,Number,Teslić,Both sexes,15-19,2567
2013,Number,Teslić,M,15-19,1305
2013,Number,Teslić,F,15-19,1262
2013,Number,Tešanj,Both sexes,15-19,3588
2013,Number,Tešanj,M,15-19,1908
2013,Number,Tešanj,F,15-19,1680
2013,Number,Tomislavgrad,Both sexes,15-19,2418
2013,Number,Tomislavgrad,M,15-19,1237
2013,Number,Tomislavgrad,F,15-19,1181
2013,Number,Travnik,Both sexes,15-19,4087
2013,Number,Travnik,M,15-19,2136
2013,Number,Travnik,F,15-19,1951
2013,Number,Trebinje,Both sexes,15-19,1694
2013,Number,Trebinje,M,15-19,885
2013,Number,Trebinje,F,15-19,809
2013,Number,Trnovo - FBiH,Both sexes,15-19,59
2013,Number,Trnovo - FBiH,M,15-19,31
2013,Number,Trnovo - FBiH,F,15-19,28
2013,Number,Trnovo - RS,Both sexes,15-19,101
2013,Number,Trnovo - RS,M,15-19,41
2013,Number,Trnovo - RS,F,15-19,60
2013,Number,Tuzla,Both sexes,15-19,6823
2013,Number,Tuzla,M,15-19,3582
2013,Number,Tuzla,F,15-19,3241
2013,Number,Ugljevik,Both sexes,15-19,960
2013,Number,Ugljevik,M,15-19,501
2013,Number,Ugljevik,F,15-19,459
2013,Number,Usora,Both sexes,15-19,557
2013,Number,Usora,M,15-19,274
2013,Number,Usora,F,15-19,283
2013,Number,Vareš,Both sexes,15-19,575
2013,Number,Vareš,M,15-19,303
2013,Number,Vareš,F,15-19,272
2013,Number,Velika Kladuša,Both sexes,15-19,3202
2013,Number,Velika Kladuša,M,15-19,1627
2013,Number,Velika Kladuša,F,15-19,1575
2013,Number,Visoko,Both sexes,15-19,2828
2013,Number,Visoko,M,15-19,1473
2013,Number,Visoko,F,15-19,1355
2013,Number,Višegrad,Both sexes,15-19,586
2013,Number,Višegrad,M,15-19,290
2013,Number,Višegrad,F,15-19,296
2013,Number,Vitez,Both sexes,15-19,2114
2013,Number,Vitez,M,15-19,1052
2013,Number,Vitez,F,15-19,1062
2013,Number,Vlasenica,Both sexes,15-19,806
2013,Number,Vlasenica,M,15-19,402
2013,Number,Vlasenica,F,15-19,404
2013,Number,Sarajevo - Vogošća,Both sexes,15-19,1856
2013,Number,Sarajevo - Vogošća,M,15-19,933
2013,Number,Sarajevo - Vogošća,F,15-19,923
2013,Number,Vukosavlje,Both sexes,15-19,298
2013,Number,Vukosavlje,M,15-19,167
2013,Number,Vukosavlje,F,15-19,131
2013,Number,Zavidovići,Both sexes,15-19,2919
2013,Number,Zavidovići,M,15-19,1545
2013,Number,Zavidovići,F,15-19,1374
2013,Number,Zenica,Both sexes,15-19,7985
2013,Number,Zenica,M,15-19,4133
2013,Number,Zenica,F,15-19,3852
2013,Number,Zvornik,Both sexes,15-19,3646
2013,Number,Zvornik,M,15-19,1933
2013,Number,Zvornik,F,15-19,1713
2013,Number,Žepče,Both sexes,15-19,2586
2013,Number,Žepče,M,15-19,1332
2013,Number,Žepče,F,15-19,1254
2013,Number,Živinice,Both sexes,15-19,4417
2013,Number,Živinice,M,15-19,2238
2013,Number,Živinice,F,15-19,2179
2013,Number,Banja Luka,Both sexes,20-24,10533
2013,Number,Banja Luka,M,20-24,5213
2013,Number,Banja Luka,F,20-24,5320
2013,Number,Banovići,Both sexes,20-24,1721
2013,Number,Banovići,M,20-24,892
2013,Number,Banovići,F,20-24,829
2013,Number,Berkovići,Both sexes,20-24,95
2013,Number,Berkovići,M,20-24,44
2013,Number,Berkovići,F,20-24,51
2013,Number,Bihać,Both sexes,20-24,3937
2013,Number,Bihać,M,20-24,1992
2013,Number,Bihać,F,20-24,1945
2013,Number,Bijeljina,Both sexes,20-24,6177
2013,Number,Bijeljina,M,20-24,3160
2013,Number,Bijeljina,F,20-24,3017
2013,Number,Bileća,Both sexes,20-24,663
2013,Number,Bileća,M,20-24,336
2013,Number,Bileća,F,20-24,327
2013,Number,Bosanska Krupa,Both sexes,20-24,1750
2013,Number,Bosanska Krupa,M,20-24,903
2013,Number,Bosanska Krupa,F,20-24,847
2013,Number,Bosanski Petrovac,Both sexes,20-24,336
2013,Number,Bosanski Petrovac,M,20-24,162
2013,Number,Bosanski Petrovac,F,20-24,174
2013,Number,Bosansko Grahovo,Both sexes,20-24,81
2013,Number,Bosansko Grahovo,M,20-24,38
2013,Number,Bosansko Grahovo,F,20-24,43
2013,Number,Bratunac,Both sexes,20-24,1354
2013,Number,Bratunac,M,20-24,718
2013,Number,Bratunac,F,20-24,636
2013,Number,Brčko,Both sexes,20-24,4936
2013,Number,Brčko,M,20-24,2528
2013,Number,Brčko,F,20-24,2408
2013,Number,Breza,Both sexes,20-24,964
2013,Number,Breza,M,20-24,488
2013,Number,Breza,F,20-24,476
2013,Number,Brod,Both sexes,20-24,925
2013,Number,Brod,M,20-24,470
2013,Number,Brod,F,20-24,455
2013,Number,Bugojno,Both sexes,20-24,2252
2013,Number,Bugojno,M,20-24,1180
2013,Number,Bugojno,F,20-24,1072
2013,Number,Busovača,Both sexes,20-24,1251
2013,Number,Busovača,M,20-24,629
2013,Number,Busovača,F,20-24,622
2013,Number,Bužim,Both sexes,20-24,1572
2013,Number,Bužim,M,20-24,806
2013,Number,Bužim,F,20-24,766
2013,Number,Cazin,Both sexes,20-24,5049
2013,Number,Cazin,M,20-24,2588
2013,Number,Cazin,F,20-24,2461
2013,Number,Sarajevo - Centar,Both sexes,20-24,2985
2013,Number,Sarajevo - Centar,M,20-24,1485
2013,Number,Sarajevo - Centar,F,20-24,1500
2013,Number,Čajniče,Both sexes,20-24,307
2013,Number,Čajniče,M,20-24,173
2013,Number,Čajniče,F,20-24,134
2013,Number,Čapljina,Both sexes,20-24,1753
2013,Number,Čapljina,M,20-24,905
2013,Number,Čapljina,F,20-24,848
2013,Number,Čelić,Both sexes,20-24,702
2013,Number,Čelić,M,20-24,367
2013,Number,Čelić,F,20-24,335
2013,Number,Čelinac,Both sexes,20-24,1001
2013,Number,Čelinac,M,20-24,528
2013,Number,Čelinac,F,20-24,473
2013,Number,Čitluk,Both sexes,20-24,1365
2013,Number,Čitluk,M,20-24,710
2013,Number,Čitluk,F,20-24,655
2013,Number,Derventa,Both sexes,20-24,1515
2013,Number,Derventa,M,20-24,791
2013,Number,Derventa,F,20-24,724
2013,Number,Doboj,Both sexes,20-24,3923
2013,Number,Doboj,M,20-24,2043
2013,Number,Doboj,F,20-24,1880
2013,Number,Doboj-Istok,Both sexes,20-24,725
2013,Number,Doboj-Istok,M,20-24,371
2013,Number,Doboj-Istok,F,20-24,354
2013,Number,Doboj-Jug,Both sexes,20-24,296
2013,Number,Doboj-Jug,M,20-24,150
2013,Number,Doboj-Jug,F,20-24,146
2013,Number,Dobretići,Both sexes,20-24,97
2013,Number,Dobretići,M,20-24,52
2013,Number,Dobretići,F,20-24,45
2013,Number,Domaljevac-Šamac,Both sexes,20-24,311
2013,Number,Domaljevac-Šamac,M,20-24,161
2013,Number,Domaljevac-Šamac,F,20-24,150
2013,Number,Donji Vakuf,Both sexes,20-24,940
2013,Number,Donji Vakuf,M,20-24,479
2013,Number,Donji Vakuf,F,20-24,461
2013,Number,Donji Žabar,Both sexes,20-24,238
2013,Number,Donji Žabar,M,20-24,122
2013,Number,Donji Žabar,F,20-24,116
2013,Number,Drvar,Both sexes,20-24,298
2013,Number,Drvar,M,20-24,166
2013,Number,Drvar,F,20-24,132
2013,Number,Foča - FBiH,Both sexes,20-24,125
2013,Number,Foča - FBiH,M,20-24,59
2013,Number,Foča - FBiH,F,20-24,66
2013,Number,Foča - RS,Both sexes,20-24,1126
2013,Number,Foča - RS,M,20-24,574
2013,Number,Foča - RS,F,20-24,552
2013,Number,Fojnica,Both sexes,20-24,774
2013,Number,Fojnica,M,20-24,410
2013,Number,Fojnica,F,20-24,364
2013,Number,Gacko,Both sexes,20-24,508
2013,Number,Gacko,M,20-24,269
2013,Number,Gacko,F,20-24,239
2013,Number,Glamoč,Both sexes,20-24,174
2013,Number,Glamoč,M,20-24,88
2013,Number,Glamoč,F,20-24,86
2013,Number,Goražde,Both sexes,20-24,1259
2013,Number,Goražde,M,20-24,657
2013,Number,Goražde,F,20-24,602
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,20-24,1551
2013,Number,Gornji Vakuf-Uskoplje,M,20-24,797
2013,Number,Gornji Vakuf-Uskoplje,F,20-24,754
2013,Number,Gračanica,Both sexes,20-24,3206
2013,Number,Gračanica,M,20-24,1567
2013,Number,Gračanica,F,20-24,1639
2013,Number,Gradačac,Both sexes,20-24,2535
2013,Number,Gradačac,M,20-24,1308
2013,Number,Gradačac,F,20-24,1227
2013,Number,Gradiška,Both sexes,20-24,2897
2013,Number,Gradiška,M,20-24,1519
2013,Number,Gradiška,F,20-24,1378
2013,Number,Grude,Both sexes,20-24,1155
2013,Number,Grude,M,20-24,611
2013,Number,Grude,F,20-24,544
2013,Number,Sarajevo - Hadžići,Both sexes,20-24,1653
2013,Number,Sarajevo - Hadžići,M,20-24,870
2013,Number,Sarajevo - Hadžići,F,20-24,783
2013,Number,Han Pijesak,Both sexes,20-24,154
2013,Number,Han Pijesak,M,20-24,92
2013,Number,Han Pijesak,F,20-24,62
2013,Number,Sarajevo - Ilidža,Both sexes,20-24,4537
2013,Number,Sarajevo - Ilidža,M,20-24,2347
2013,Number,Sarajevo - Ilidža,F,20-24,2190
2013,Number,Sarajevo - Ilijaš,Both sexes,20-24,1577
2013,Number,Sarajevo - Ilijaš,M,20-24,819
2013,Number,Sarajevo - Ilijaš,F,20-24,758
2013,Number,Istočna Ilidža,Both sexes,20-24,837
2013,Number,Istočna Ilidža,M,20-24,426
2013,Number,Istočna Ilidža,F,20-24,411
2013,Number,Istočni Drvar,Both sexes,20-24,3
2013,Number,Istočni Drvar,M,20-24,1
2013,Number,Istočni Drvar,F,20-24,2
2013,Number,Istočni Mostar,Both sexes,20-24,10
2013,Number,Istočni Mostar,M,20-24,8
2013,Number,Istočni Mostar,F,20-24,2
2013,Number,Istočni Stari Grad,Both sexes,20-24,48
2013,Number,Istočni Stari Grad,M,20-24,28
2013,Number,Istočni Stari Grad,F,20-24,20
2013,Number,Istočno Novo Sarajevo,Both sexes,20-24,613
2013,Number,Istočno Novo Sarajevo,M,20-24,302
2013,Number,Istočno Novo Sarajevo,F,20-24,311
2013,Number,Jablanica,Both sexes,20-24,743
2013,Number,Jablanica,M,20-24,375
2013,Number,Jablanica,F,20-24,368
2013,Number,Jajce,Both sexes,20-24,1853
2013,Number,Jajce,M,20-24,1007
2013,Number,Jajce,F,20-24,846
2013,Number,Jezero,Both sexes,20-24,66
2013,Number,Jezero,M,20-24,37
2013,Number,Jezero,F,20-24,29
2013,Number,Kakanj,Both sexes,20-24,2740
2013,Number,Kakanj,M,20-24,1362
2013,Number,Kakanj,F,20-24,1378
2013,Number,Kalesija,Both sexes,20-24,2617
2013,Number,Kalesija,M,20-24,1356
2013,Number,Kalesija,F,20-24,1261
2013,Number,Kalinovik,Both sexes,20-24,104
2013,Number,Kalinovik,M,20-24,58
2013,Number,Kalinovik,F,20-24,46
2013,Number,Kiseljak,Both sexes,20-24,1426
2013,Number,Kiseljak,M,20-24,712
2013,Number,Kiseljak,F,20-24,714
2013,Number,Kladanj,Both sexes,20-24,934
2013,Number,Kladanj,M,20-24,488
2013,Number,Kladanj,F,20-24,446
2013,Number,Ključ,Both sexes,20-24,1156
2013,Number,Ključ,M,20-24,588
2013,Number,Ključ,F,20-24,568
2013,Number,Kneževo,Both sexes,20-24,588
2013,Number,Kneževo,M,20-24,308
2013,Number,Kneževo,F,20-24,280
2013,Number,Konjic,Both sexes,20-24,1503
2013,Number,Konjic,M,20-24,797
2013,Number,Konjic,F,20-24,706
2013,Number,Kostajnica,Both sexes,20-24,336
2013,Number,Kostajnica,M,20-24,177
2013,Number,Kostajnica,F,20-24,159
2013,Number,Kotor Varoš,Both sexes,20-24,1413
2013,Number,Kotor Varoš,M,20-24,745
2013,Number,Kotor Varoš,F,20-24,668
2013,Number,Kozarska Dubica,Both sexes,20-24,1202
2013,Number,Kozarska Dubica,M,20-24,630
2013,Number,Kozarska Dubica,F,20-24,572
2013,Number,Kreševo,Both sexes,20-24,363
2013,Number,Kreševo,M,20-24,184
2013,Number,Kreševo,F,20-24,179
2013,Number,Krupa Na Uni,Both sexes,20-24,81
2013,Number,Krupa Na Uni,M,20-24,50
2013,Number,Krupa Na Uni,F,20-24,31
2013,Number,Kupres - FBiH,Both sexes,20-24,338
2013,Number,Kupres - FBiH,M,20-24,162
2013,Number,Kupres - FBiH,F,20-24,176
2013,Number,Kupres - RS,Both sexes,20-24,8
2013,Number,Kupres - RS,M,20-24,5
2013,Number,Kupres - RS,F,20-24,3
2013,Number,Laktaši,Both sexes,20-24,2059
2013,Number,Laktaši,M,20-24,1073
2013,Number,Laktaši,F,20-24,986
2013,Number,Livno,Both sexes,20-24,2283
2013,Number,Livno,M,20-24,1217
2013,Number,Livno,F,20-24,1066
2013,Number,Lopare,Both sexes,20-24,925
2013,Number,Lopare,M,20-24,474
2013,Number,Lopare,F,20-24,451
2013,Number,Lukavac,Both sexes,20-24,2970
2013,Number,Lukavac,M,20-24,1568
2013,Number,Lukavac,F,20-24,1402
2013,Number,Ljubinje,Both sexes,20-24,215
2013,Number,Ljubinje,M,20-24,117
2013,Number,Ljubinje,F,20-24,98
2013,Number,Ljubuški,Both sexes,20-24,1976
2013,Number,Ljubuški,M,20-24,977
2013,Number,Ljubuški,F,20-24,999
2013,Number,Maglaj,Both sexes,20-24,1563
2013,Number,Maglaj,M,20-24,782
2013,Number,Maglaj,F,20-24,781
2013,Number,Milići,Both sexes,20-24,843
2013,Number,Milići,M,20-24,465
2013,Number,Milići,F,20-24,378
2013,Number,Modriča,Both sexes,20-24,1490
2013,Number,Modriča,M,20-24,739
2013,Number,Modriča,F,20-24,751
2013,Number,Mostar,Both sexes,20-24,6871
2013,Number,Mostar,M,20-24,3429
2013,Number,Mostar,F,20-24,3442
2013,Number,Mrkonjić Grad,Both sexes,20-24,892
2013,Number,Mrkonjić Grad,M,20-24,465
2013,Number,Mrkonjić Grad,F,20-24,427
2013,Number,Neum,Both sexes,20-24,278
2013,Number,Neum,M,20-24,140
2013,Number,Neum,F,20-24,138
2013,Number,Nevesinje,Both sexes,20-24,718
2013,Number,Nevesinje,M,20-24,367
2013,Number,Nevesinje,F,20-24,351
2013,Number,Novi Grad,Both sexes,20-24,1640
2013,Number,Novi Grad,M,20-24,862
2013,Number,Novi Grad,F,20-24,778
2013,Number,Sarajevo - Novi Grad,Both sexes,20-24,6821
2013,Number,Sarajevo - Novi Grad,M,20-24,3353
2013,Number,Sarajevo - Novi Grad,F,20-24,3468
2013,Number,Novi Travnik,Both sexes,20-24,1804
2013,Number,Novi Travnik,M,20-24,926
2013,Number,Novi Travnik,F,20-24,878
2013,Number,Novo Goražde,Both sexes,20-24,194
2013,Number,Novo Goražde,M,20-24,112
2013,Number,Novo Goražde,F,20-24,82
2013,Number,Sarajevo - Novo Sarajevo,Both sexes,20-24,3789
2013,Number,Sarajevo - Novo Sarajevo,M,20-24,1837
2013,Number,Sarajevo - Novo Sarajevo,F,20-24,1952
2013,Number,Odžak,Both sexes,20-24,1191
2013,Number,Odžak,M,20-24,626
2013,Number,Odžak,F,20-24,565
2013,Number,Olovo,Both sexes,20-24,719
2013,Number,Olovo,M,20-24,399
2013,Number,Olovo,F,20-24,320
2013,Number,Orašje,Both sexes,20-24,1339
2013,Number,Orašje,M,20-24,722
2013,Number,Orašje,F,20-24,617
2013,Number,Osmaci,Both sexes,20-24,442
2013,Number,Osmaci,M,20-24,219
2013,Number,Osmaci,F,20-24,223
2013,Number,Oštra Luka,Both sexes,20-24,106
2013,Number,Oštra Luka,M,20-24,53
2013,Number,Oštra Luka,F,20-24,53
2013,Number,Pale - FBiH,Both sexes,20-24,53
2013,Number,Pale - FBiH,M,20-24,33
2013,Number,Pale - FBiH,F,20-24,20
2013,Number,Pale - RS,Both sexes,20-24,1404
2013,Number,Pale - RS,M,20-24,681
2013,Number,Pale - RS,F,20-24,723
2013,Number,Pelagićevo,Both sexes,20-24,260
2013,Number,Pelagićevo,M,20-24,141
2013,Number,Pelagićevo,F,20-24,119
2013,Number,Petrovac,Both sexes,20-24,9
2013,Number,Petrovac,M,20-24,6
2013,Number,Petrovac,F,20-24,3
2013,Number,Petrovo,Both sexes,20-24,363
2013,Number,Petrovo,M,20-24,187
2013,Number,Petrovo,F,20-24,176
2013,Number,Posušje,Both sexes,20-24,1512
2013,Number,Posušje,M,20-24,781
2013,Number,Posušje,F,20-24,731
2013,Number,Prijedor,Both sexes,20-24,5504
2013,Number,Prijedor,M,20-24,2819
2013,Number,Prijedor,F,20-24,2685
2013,Number,Prnjavor,Both sexes,20-24,1952
2013,Number,Prnjavor,M,20-24,997
2013,Number,Prnjavor,F,20-24,955
2013,Number,Prozor,Both sexes,20-24,979
2013,Number,Prozor,M,20-24,526
2013,Number,Prozor,F,20-24,453
2013,Number,Ravno,Both sexes,20-24,191
2013,Number,Ravno,M,20-24,101
2013,Number,Ravno,F,20-24,90
2013,Number,Ribnik,Both sexes,20-24,295
2013,Number,Ribnik,M,20-24,148
2013,Number,Ribnik,F,20-24,147
2013,Number,Rogatica,Both sexes,20-24,585
2013,Number,Rogatica,M,20-24,287
2013,Number,Rogatica,F,20-24,298
2013,Number,Rudo,Both sexes,20-24,453
2013,Number,Rudo,M,20-24,232
2013,Number,Rudo,F,20-24,221
2013,Number,Sanski Most,Both sexes,20-24,2644
2013,Number,Sanski Most,M,20-24,1386
2013,Number,Sanski Most,F,20-24,1258
2013,Number,Sapna,Both sexes,20-24,927
2013,Number,Sapna,M,20-24,510
2013,Number,Sapna,F,20-24,417
2013,Number,Sokolac,Both sexes,20-24,726
2013,Number,Sokolac,M,20-24,363
2013,Number,Sokolac,F,20-24,363
2013,Number,Srbac,Both sexes,20-24,1009
2013,Number,Srbac,M,20-24,533
2013,Number,Srbac,F,20-24,476
2013,Number,Srebrenica,Both sexes,20-24,958
2013,Number,Srebrenica,M,20-24,522
2013,Number,Srebrenica,F,20-24,436
2013,Number,Srebrenik,Both sexes,20-24,2915
2013,Number,Srebrenik,M,20-24,1521
2013,Number,Srebrenik,F,20-24,1394
2013,Number,Sarajevo - Stari Grad,Both sexes,20-24,2178
2013,Number,Sarajevo - Stari Grad,M,20-24,1097
2013,Number,Sarajevo - Stari Grad,F,20-24,1081
2013,Number,Stolac,Both sexes,20-24,943
2013,Number,Stolac,M,20-24,473
2013,Number,Stolac,F,20-24,470
2013,Number,Šamac,Both sexes,20-24,952
2013,Number,Šamac,M,20-24,506
2013,Number,Šamac,F,20-24,446
2013,Number,Šekovići,Both sexes,20-24,422
2013,Number,Šekovići,M,20-24,203
2013,Number,Šekovići,F,20-24,219
2013,Number,Šipovo,Both sexes,20-24,586
2013,Number,Šipovo,M,20-24,304
2013,Number,Šipovo,F,20-24,282
