Year,UNIT_MEASURE,Sex,AGE,Municipality,Value
2013,Number,M,0-4,Istočni Mostar,4.0
2013,Number,F,0-4,Istočni Mostar,3.0
2013,Number,Both sexes,0-4,Istočni Stari Grad,40.0
2013,Number,M,0-4,Istočni Stari Grad,23.0
2013,Number,F,0-4,Istočni Stari Grad,17.0
2013,Number,Both sexes,0-4,Istočno Novo Sarajevo,625.0
2013,Number,M,0-4,Istočno Novo Sarajevo,300.0
2013,Number,F,0-4,Istočno Novo Sarajevo,325.0
2013,Number,Both sexes,0-4,Jablanica,440.0
2013,Number,M,0-4,Jablanica,231.0
2013,Number,F,0-4,Jablanica,209.0
2013,Number,Both sexes,0-4,Jajce,1311.0
2013,Number,M,0-4,Jajce,672.0
2013,Number,F,0-4,Jajce,639.0
2013,Number,Both sexes,0-4,Jezero,44.0
2013,Number,M,0-4,Jezero,22.0
2013,Number,F,0-4,Jezero,22.0
2013,Number,Both sexes,0-4,Kakanj,2102.0
2013,Number,M,0-4,Kakanj,1130.0
2013,Number,F,0-4,Kakanj,972.0
2013,Number,Both sexes,0-4,Kalesija,1841.0
2013,Number,M,0-4,Kalesija,936.0
2013,Number,F,0-4,Kalesija,905.0
2013,Number,Both sexes,0-4,Kalinovik,52.0
2013,Number,M,0-4,Kalinovik,25.0
2013,Number,F,0-4,Kalinovik,27.0
2013,Number,Both sexes,0-4,Kiseljak,1082.0
2013,Number,M,0-4,Kiseljak,531.0
2013,Number,F,0-4,Kiseljak,551.0
2013,Number,Both sexes,0-4,Kladanj,606.0
2013,Number,M,0-4,Kladanj,336.0
2013,Number,F,0-4,Kladanj,270.0
2013,Number,Both sexes,0-4,Ključ,699.0
2013,Number,M,0-4,Ključ,342.0
2013,Number,F,0-4,Ključ,357.0
2013,Number,Both sexes,0-4,Kneževo,406.0
2013,Number,M,0-4,Kneževo,213.0
2013,Number,F,0-4,Kneževo,193.0
2013,Number,Both sexes,0-4,Konjic,1046.0
2013,Number,M,0-4,Konjic,516.0
2013,Number,F,0-4,Konjic,530.0
2013,Number,Both sexes,0-4,Kostajnica,222.0
2013,Number,M,0-4,Kostajnica,103.0
2013,Number,F,0-4,Kostajnica,119.0
2013,Number,Both sexes,0-4,Kotor Varoš,922.0
2013,Number,M,0-4,Kotor Varoš,478.0
2013,Number,F,0-4,Kotor Varoš,444.0
2013,Number,Both sexes,0-4,Kozarska Dubica,800.0
2013,Number,M,0-4,Kozarska Dubica,408.0
2013,Number,F,0-4,Kozarska Dubica,392.0
2013,Number,Both sexes,0-4,Kreševo,240.0
2013,Number,M,0-4,Kreševo,127.0
2013,Number,F,0-4,Kreševo,113.0
2013,Number,Both sexes,0-4,Krupa Na Uni,49.0
2013,Number,M,0-4,Krupa Na Uni,27.0
2013,Number,F,0-4,Krupa Na Uni,22.0
2013,Number,Both sexes,0-4,Kupres - FBIH,164.0
2013,Number,M,0-4,Kupres - FBIH,86.0
2013,Number,F,0-4,Kupres - FBIH,78.0
2013,Number,Both sexes,0-4,Kupres - RS,6.0
2013,Number,M,0-4,Kupres - RS,6.0
2013,Number,Both sexes,0-4,Laktaši,1687.0
2013,Number,M,0-4,Laktaši,855.0
2013,Number,F,0-4,Laktaši,832.0
2013,Number,Both sexes,0-4,Livno,1334.0
2013,Number,M,0-4,Livno,686.0
2013,Number,F,0-4,Livno,648.0
2013,Number,Both sexes,0-4,Lopare,517.0
2013,Number,M,0-4,Lopare,255.0
2013,Number,F,0-4,Lopare,262.0
2013,Number,Both sexes,0-4,Lukavac,1968.0
2013,Number,M,0-4,Lukavac,1019.0
2013,Number,F,0-4,Lukavac,949.0
2013,Number,Both sexes,0-4,Ljubinje,155.0
2013,Number,M,0-4,Ljubinje,73.0
2013,Number,F,0-4,Ljubinje,82.0
2013,Number,Both sexes,0-4,Ljubuški,1352.0
2013,Number,M,0-4,Ljubuški,683.0
2013,Number,F,0-4,Ljubuški,669.0
2013,Number,Both sexes,0-4,Maglaj,1215.0
2013,Number,M,0-4,Maglaj,633.0
2013,Number,F,0-4,Maglaj,582.0
2013,Number,Both sexes,0-4,Milići,489.0
2013,Number,M,0-4,Milići,247.0
2013,Number,F,0-4,Milići,242.0
2013,Number,Both sexes,0-4,Modriča,1001.0
2013,Number,M,0-4,Modriča,514.0
2013,Number,F,0-4,Modriča,487.0
2013,Number,Both sexes,0-4,Mostar,5335.0
2013,Number,M,0-4,Mostar,2750.0
2013,Number,F,0-4,Mostar,2585.0
2013,Number,Both sexes,0-4,Mrkonjić Grad,681.0
2013,Number,M,0-4,Mrkonjić Grad,337.0
2013,Number,F,0-4,Mrkonjić Grad,344.0
2013,Number,Both sexes,0-4,Neum,206.0
2013,Number,M,0-4,Neum,105.0
2013,Number,F,0-4,Neum,101.0
2013,Number,Both sexes,0-4,Nevesinje,561.0
2013,Number,M,0-4,Nevesinje,301.0
2013,Number,F,0-4,Nevesinje,260.0
2013,Number,Both sexes,0-4,Novi Grad,981.0
2013,Number,M,0-4,Novi Grad,496.0
2013,Number,F,0-4,Novi Grad,485.0
2013,Number,Both sexes,0-4,Sarajevo - Novi Grad,6754.0
2013,Number,M,0-4,Sarajevo - Novi Grad,3488.0
2013,Number,F,0-4,Sarajevo - Novi Grad,3266.0
2013,Number,Both sexes,0-4,Novi Travnik,1318.0
2013,Number,M,0-4,Novi Travnik,685.0
2013,Number,F,0-4,Novi Travnik,633.0
2013,Number,Both sexes,0-4,Novo Goražde,103.0
2013,Number,M,0-4,Novo Goražde,50.0
2013,Number,F,0-4,Novo Goražde,53.0
2013,Number,Both sexes,0-4,Sarajevo - Novo Sarajevo,3295.0
2013,Number,M,0-4,Sarajevo - Novo Sarajevo,1645.0
2013,Number,F,0-4,Sarajevo - Novo Sarajevo,1650.0
2013,Number,Both sexes,0-4,Odžak,693.0
2013,Number,M,0-4,Odžak,344.0
2013,Number,F,0-4,Odžak,349.0
2013,Number,Both sexes,0-4,Olovo,417.0
2013,Number,M,0-4,Olovo,224.0
2013,Number,F,0-4,Olovo,193.0
2013,Number,Both sexes,0-4,Orašje,726.0
2013,Number,M,0-4,Orašje,369.0
2013,Number,F,0-4,Orašje,357.0
2013,Number,Both sexes,0-4,Osmaci,275.0
2013,Number,M,0-4,Osmaci,148.0
2013,Number,F,0-4,Osmaci,127.0
2013,Number,Both sexes,0-4,Oštra Luka,107.0
2013,Number,M,0-4,Oštra Luka,55.0
2013,Number,F,0-4,Oštra Luka,52.0
2013,Number,Both sexes,0-4,Pale - FBIH,35.0
2013,Number,M,0-4,Pale - FBIH,18.0
2013,Number,F,0-4,Pale - FBIH,17.0
2013,Number,Both sexes,0-4,Pale - RS,904.0
2013,Number,M,0-4,Pale - RS,462.0
2013,Number,F,0-4,Pale - RS,442.0
2013,Number,Both sexes,0-4,Pelagićevo,133.0
2013,Number,M,0-4,Pelagićevo,65.0
2013,Number,F,0-4,Pelagićevo,68.0
2013,Number,Both sexes,0-4,Petrovac,13.0
2013,Number,M,0-4,Petrovac,8.0
2013,Number,F,0-4,Petrovac,5.0
2013,Number,Both sexes,0-4,Petrovo,264.0
2013,Number,M,0-4,Petrovo,146.0
2013,Number,F,0-4,Petrovo,118.0
2013,Number,Both sexes,0-4,Posušje,1237.0
2013,Number,M,0-4,Posušje,642.0
2013,Number,F,0-4,Posušje,595.0
2013,Number,Both sexes,0-4,Prijedor,3468.0
2013,Number,M,0-4,Prijedor,1805.0
2013,Number,F,0-4,Prijedor,1663.0
2013,Number,Both sexes,0-4,Prnjavor,1600.0
2013,Number,M,0-4,Prnjavor,812.0
2013,Number,F,0-4,Prnjavor,788.0
2013,Number,Both sexes,0-4,Prozor,687.0
2013,Number,M,0-4,Prozor,341.0
2013,Number,F,0-4,Prozor,346.0
2013,Number,Both sexes,0-4,Ravno,118.0
2013,Number,M,0-4,Ravno,60.0
2013,Number,F,0-4,Ravno,58.0
2013,Number,Both sexes,0-4,Ribnik,245.0
2013,Number,M,0-4,Ribnik,121.0
2013,Number,F,0-4,Ribnik,124.0
2013,Number,Both sexes,0-4,Rogatica,514.0
2013,Number,M,0-4,Rogatica,252.0
2013,Number,F,0-4,Rogatica,262.0
2013,Number,Both sexes,0-4,Rudo,289.0
2013,Number,M,0-4,Rudo,153.0
2013,Number,F,0-4,Rudo,136.0
2013,Number,Both sexes,0-4,Sanski Most,1681.0
2013,Number,M,0-4,Sanski Most,850.0
2013,Number,F,0-4,Sanski Most,831.0
2013,Number,Both sexes,0-4,Sapna,651.0
2013,Number,M,0-4,Sapna,321.0
2013,Number,F,0-4,Sapna,330.0
2013,Number,Both sexes,0-4,Sokolac,508.0
2013,Number,M,0-4,Sokolac,264.0
2013,Number,F,0-4,Sokolac,244.0
2013,Number,Both sexes,0-4,Srbac,836.0
2013,Number,M,0-4,Srbac,412.0
2013,Number,F,0-4,Srbac,424.0
2013,Number,Both sexes,0-4,Srebrenica,526.0
2013,Number,M,0-4,Srebrenica,265.0
2013,Number,F,0-4,Srebrenica,261.0
2013,Number,Both sexes,0-4,Srebrenik,2214.0
2013,Number,M,0-4,Srebrenik,1129.0
2013,Number,F,0-4,Srebrenik,1085.0
2013,Number,Both sexes,0-4,Sarajevo - Stari Grad,1623.0
2013,Number,M,0-4,Sarajevo - Stari Grad,835.0
2013,Number,F,0-4,Sarajevo - Stari Grad,788.0
2013,Number,Both sexes,0-4,Stolac,650.0
2013,Number,M,0-4,Stolac,337.0
2013,Number,F,0-4,Stolac,313.0
2013,Number,Both sexes,0-4,Šamac,584.0
2013,Number,M,0-4,Šamac,289.0
2013,Number,F,0-4,Šamac,295.0
2013,Number,Both sexes,0-4,Šekovići,249.0
2013,Number,M,0-4,Šekovići,130.0
2013,Number,F,0-4,Šekovići,119.0
2013,Number,Both sexes,0-4,Šipovo,431.0
2013,Number,M,0-4,Šipovo,234.0
2013,Number,F,0-4,Šipovo,197.0
2013,Number,Both sexes,0-4,Široki Brijeg,1623.0
2013,Number,M,0-4,Široki Brijeg,861.0
2013,Number,F,0-4,Široki Brijeg,762.0
2013,Number,Both sexes,0-4,Teočak,351.0
2013,Number,M,0-4,Teočak,192.0
2013,Number,F,0-4,Teočak,159.0
2013,Number,Both sexes,0-4,Teslić,1969.0
2013,Number,M,0-4,Teslić,1048.0
2013,Number,F,0-4,Teslić,921.0
2013,Number,Both sexes,0-4,Tešanj,2689.0
2013,Number,M,0-4,Tešanj,1388.0
2013,Number,F,0-4,Tešanj,1301.0
2013,Number,Both sexes,0-4,Tomislavgrad,1490.0
2013,Number,M,0-4,Tomislavgrad,755.0
2013,Number,F,0-4,Tomislavgrad,735.0
2013,Number,Both sexes,0-4,Travnik,2797.0
2013,Number,M,0-4,Travnik,1463.0
2013,Number,F,0-4,Travnik,1334.0
2013,Number,Both sexes,0-4,Trebinje,1415.0
2013,Number,M,0-4,Trebinje,753.0
2013,Number,F,0-4,Trebinje,662.0
2013,Number,Both sexes,0-4,Trnovo - FBIH,40.0
2013,Number,M,0-4,Trnovo - FBIH,12.0
2013,Number,F,0-4,Trnovo - FBIH,28.0
2013,Number,Both sexes,0-4,Trnovo - RS,66.0
2013,Number,M,0-4,Trnovo - RS,30.0
2013,Number,F,0-4,Trnovo - RS,36.0
2013,Number,Both sexes,0-4,Tuzla,5105.0
2013,Number,M,0-4,Tuzla,2666.0
2013,Number,F,0-4,Tuzla,2439.0
2013,Number,Both sexes,0-4,Ugljevik,675.0
2013,Number,M,0-4,Ugljevik,368.0
2013,Number,F,0-4,Ugljevik,307.0
2013,Number,Both sexes,0-4,Usora,251.0
2013,Number,M,0-4,Usora,121.0
2013,Number,F,0-4,Usora,130.0
2013,Number,Both sexes,0-4,Vareš,256.0
2013,Number,M,0-4,Vareš,128.0
2013,Number,F,0-4,Vareš,128.0
2013,Number,Both sexes,0-4,Velika Kladuša,2756.0
2013,Number,M,0-4,Velika Kladuša,1433.0
2013,Number,F,0-4,Velika Kladuša,1323.0
2013,Number,Both sexes,0-4,Visoko,2309.0
2013,Number,M,0-4,Visoko,1178.0
2013,Number,F,0-4,Visoko,1131.0
2013,Number,Both sexes,0-4,Višegrad,344.0
2013,Number,M,0-4,Višegrad,164.0
2013,Number,F,0-4,Višegrad,180.0
2013,Number,Both sexes,0-4,Vitez,1447.0
2013,Number,M,0-4,Vitez,757.0
2013,Number,F,0-4,Vitez,690.0
2013,Number,Both sexes,0-4,Vlasenica,499.0
2013,Number,M,0-4,Vlasenica,268.0
2013,Number,F,0-4,Vlasenica,231.0
2013,Number,Both sexes,0-4,Sarajevo - Vogošća,1600.0
2013,Number,M,0-4,Sarajevo - Vogošća,837.0
2013,Number,F,0-4,Sarajevo - Vogošća,763.0
2013,Number,Both sexes,0-4,Vukosavlje,207.0
2013,Number,M,0-4,Vukosavlje,107.0
2013,Number,F,0-4,Vukosavlje,100.0
2013,Number,Both sexes,0-4,Zavidovići,2005.0
2013,Number,M,0-4,Zavidovići,1013.0
2013,Number,F,0-4,Zavidovići,992.0
2013,Number,Both sexes,0-4,Zenica,6072.0
2013,Number,M,0-4,Zenica,3104.0
2013,Number,F,0-4,Zenica,2968.0
2013,Number,Both sexes,0-4,Zvornik,3061.0
2013,Number,M,0-4,Zvornik,1545.0
2013,Number,F,0-4,Zvornik,1516.0
2013,Number,Both sexes,0-4,Žepče,1657.0
2013,Number,M,0-4,Žepče,878.0
2013,Number,F,0-4,Žepče,779.0
2013,Number,Both sexes,0-4,Živinice,3389.0
2013,Number,M,0-4,Živinice,1778.0
2013,Number,F,0-4,Živinice,1611.0
2013,Number,Both sexes,5-9,Banja Luka,8736.0
2013,Number,M,5-9,Banja Luka,4460.0
2013,Number,F,5-9,Banja Luka,4276.0
2013,Number,Both sexes,5-9,Banovići,1212.0
2013,Number,M,5-9,Banovići,623.0
2013,Number,F,5-9,Banovići,589.0
2013,Number,Both sexes,5-9,Berkovići,130.0
2013,Number,M,5-9,Berkovići,73.0
2013,Number,F,5-9,Berkovići,57.0
2013,Number,Both sexes,5-9ać,2806,
2013,Number,M,5-9ać,1416,
2013,Number,F,5-9ać,1390,
2013,Number,Both sexes,5-9,Bijeljina,5136.0
2013,Number,M,5-9,Bijeljina,2659.0
2013,Number,F,5-9,Bijeljina,2477.0
2013,Number,Both sexes,5-9,Bileća,483.0
2013,Number,M,5-9,Bileća,263.0
2013,Number,F,5-9,Bileća,220.0
2013,Number,Both sexes,5-9,Bosanska Krupa,1495.0
2013,Number,M,5-9,Bosanska Krupa,748.0
2013,Number,F,5-9,Bosanska Krupa,747.0
2013,Number,Both sexes,5-9,Bosanski Petrovac,324.0
2013,Number,M,5-9,Bosanski Petrovac,158.0
2013,Number,F,5-9,Bosanski Petrovac,166.0
2013,Number,Both sexes,5-9,Bosansko Grahovo,49.0
2013,Number,M,5-9,Bosansko Grahovo,29.0
2013,Number,F,5-9,Bosansko Grahovo,20.0
2013,Number,Both sexes,5-9,Bratunac,1096.0
2013,Number,M,5-9,Bratunac,559.0
2013,Number,F,5-9,Bratunac,537.0
2013,Number,Both sexes,5-9,Brčko,4312.0
2013,Number,M,5-9,Brčko,2235.0
2013,Number,F,5-9,Brčko,2077.0
2013,Number,Both sexes,5-9,Breza,661.0
2013,Number,M,5-9,Breza,343.0
2013,Number,F,5-9,Breza,318.0
2013,Number,Both sexes,5-9,Brod,731.0
2013,Number,M,5-9,Brod,392.0
2013,Number,F,5-9,Brod,339.0
2013,Number,Both sexes,5-9,Bugojno,1681.0
2013,Number,M,5-9,Bugojno,893.0
2013,Number,F,5-9,Bugojno,788.0
2013,Number,Both sexes,5-9,Busovača,1079.0
2013,Number,M,5-9,Busovača,573.0
2013,Number,F,5-9,Busovača,506.0
2013,Number,Both sexes,5-9,Bužim,1345.0
2013,Number,M,5-9,Bužim,675.0
2013,Number,F,5-9,Bužim,670.0
2013,Number,Both sexes,5-9,Cazin,4192.0
2013,Number,M,5-9,Cazin,2147.0
2013,Number,F,5-9,Cazin,2045.0
2013,Number,Both sexes,5-9,Sarajevo - Centar,2432.0
2013,Number,M,5-9,Sarajevo - Centar,1271.0
2013,Number,F,5-9,Sarajevo - Centar,1161.0
2013,Number,Both sexes,5-9,Čajniče,212.0
2013,Number,M,5-9,Čajniče,99.0
2013,Number,F,5-9,Čajniče,113.0
2013,Number,Both sexes,5-9,Čapljina,1359.0
2013,Number,M,5-9,Čapljina,703.0
2013,Number,F,5-9,Čapljina,656.0
2013,Number,Both sexes,5-9,Čelić,573.0
2013,Number,M,5-9,Čelić,287.0
2013,Number,F,5-9,Čelić,286.0
2013,Number,Both sexes,5-9,Čelinac,741.0
2013,Number,M,5-9,Čelinac,382.0
2013,Number,F,5-9,Čelinac,359.0
2013,Number,Both sexes,5-9,Čitluk,1090.0
2013,Number,M,5-9,Čitluk,550.0
2013,Number,F,5-9,Čitluk,540.0
2013,Number,Both sexes,5-9,Derventa,1223.0
2013,Number,M,5-9,Derventa,637.0
2013,Number,F,5-9,Derventa,586.0
2013,Number,Both sexes,5-9,Doboj,3311.0
2013,Number,M,5-9,Doboj,1647.0
2013,Number,F,5-9,Doboj,1664.0
2013,Number,Both sexes,5-9,Doboj-Istok,570.0
2013,Number,M,5-9,Doboj-Istok,291.0
2013,Number,F,5-9,Doboj-Istok,279.0
2013,Number,Both sexes,5-9,Doboj-Jug,288.0
2013,Number,M,5-9,Doboj-Jug,155.0
2013,Number,F,5-9,Doboj-Jug,133.0
2013,Number,Both sexes,5-9,Dobretići,54.0
2013,Number,M,5-9,Dobretići,30.0
2013,Number,F,5-9,Dobretići,24.0
2013,Number,Both sexes,5-9,Domaljevac-Šamac,237.0
2013,Number,M,5-9,Domaljevac-Šamac,109.0
2013,Number,F,5-9,Domaljevac-Šamac,128.0
2013,Number,Both sexes,5-9,Donji Vakuf,861.0
2013,Number,M,5-9,Donji Vakuf,426.0
2013,Number,F,5-9,Donji Vakuf,435.0
2013,Number,Both sexes,5-9,Donji Žabar,185.0
2013,Number,M,5-9,Donji Žabar,103.0
2013,Number,F,5-9,Donji Žabar,82.0
2013,Number,Both sexes,5-9,Drvar,250.0
2013,Number,M,5-9,Drvar,130.0
2013,Number,F,5-9,Drvar,120.0
2013,Number,Both sexes,5-9,Foča - FBIH,71.0
2013,Number,M,5-9,Foča - FBIH,37.0
2013,Number,F,5-9,Foča - FBIH,34.0
2013,Number,Both sexes,5-9,Foča - RS,755.0
2013,Number,M,5-9,Foča - RS,393.0
2013,Number,F,5-9,Foča - RS,362.0
2013,Number,Both sexes,5-9,Fojnica,635.0
2013,Number,M,5-9,Fojnica,331.0
2013,Number,F,5-9,Fojnica,304.0
2013,Number,Both sexes,5-9,Gacko,443.0
2013,Number,M,5-9,Gacko,240.0
2013,Number,F,5-9,Gacko,203.0
2013,Number,Both sexes,5-9,Glamoč,181.0
2013,Number,M,5-9,Glamoč,101.0
2013,Number,F,5-9,Glamoč,80.0
2013,Number,Both sexes,5-9,Goražde,845.0
2013,Number,M,5-9,Goražde,458.0
2013,Number,F,5-9,Goražde,387.0
2013,Number,Both sexes,5-9,Gornji Vakuf-Uskoplje,1231.0
2013,Number,M,5-9,Gornji Vakuf-Uskoplje,619.0
2013,Number,F,5-9,Gornji Vakuf-Uskoplje,612.0
2013,Number,Both sexes,5-9,Gračanica,2518.0
2013,Number,M,5-9,Gračanica,1287.0
2013,Number,F,5-9,Gračanica,1231.0
2013,Number,Both sexes,5-9,Gradačac,2243.0
2013,Number,M,5-9,Gradačac,1188.0
2013,Number,F,5-9,Gradačac,1055.0
2013,Number,Both sexes,5-9,Gradiška,2295.0
2013,Number,M,5-9,Gradiška,1168.0
2013,Number,F,5-9,Gradiška,1127.0
2013,Number,Both sexes,5-9,Grude,952.0
2013,Number,M,5-9,Grude,482.0
2013,Number,F,5-9,Grude,470.0
2013,Number,Both sexes,5-9,Sarajevo - Hadžići,1339.0
2013,Number,M,5-9,Sarajevo - Hadžići,704.0
2013,Number,F,5-9,Sarajevo - Hadžići,635.0
2013,Number,Both sexes,5-9,Han Pijesak,130.0
2013,Number,M,5-9,Han Pijesak,67.0
2013,Number,F,5-9,Han Pijesak,63.0
2013,Number,Both sexes,5-9,Sarajevo - Ilidža,3664.0
2013,Number,M,5-9,Sarajevo - Ilidža,1896.0
2013,Number,F,5-9,Sarajevo - Ilidža,1768.0
2013,Number,Both sexes,5-9,Sarajevo - Ilijaš,1128.0
2013,Number,M,5-9,Sarajevo - Ilijaš,564.0
2013,Number,F,5-9,Sarajevo - Ilijaš,564.0
2013,Number,Both sexes,5-9,Istočna Ilidža,683.0
2013,Number,M,5-9,Istočna Ilidža,325.0
2013,Number,F,5-9,Istočna Ilidža,358.0
2013,Number,Both sexes,5-9,Istočni Drvar,1.0
2013,Number,M,5-9,Istočni Drvar,1.0
2013,Number,F,5-9,Istočni Drvar,0.0
2013,Number,Both sexes,5-9,Istočni Mostar,16.0
2013,Number,M,5-9,Istočni Mostar,7.0
2013,Number,F,5-9,Istočni Mostar,9.0
2013,Number,Both sexes,5-9,Istočni Stari Grad,44.0
2013,Number,M,5-9,Istočni Stari Grad,24.0
2013,Number,F,5-9,Istočni Stari Grad,20.0
2013,Number,Both sexes,5-9,Istočno Novo Sarajevo,497.0
2013,Number,M,5-9,Istočno Novo Sarajevo,248.0
2013,Number,F,5-9,Istočno Novo Sarajevo,249.0
2013,Number,Both sexes,5-9,Jablanica,421.0
2013,Number,M,5-9,Jablanica,218.0
2013,Number,F,5-9,Jablanica,203.0
2013,Number,Both sexes,5-9,Jajce,1534.0
2013,Number,M,5-9,Jajce,732.0
2013,Number,F,5-9,Jajce,802.0
2013,Number,Both sexes,5-9,Jezero,55.0
2013,Number,M,5-9,Jezero,25.0
2013,Number,F,5-9,Jezero,30.0
2013,Number,Both sexes,5-9,Kakanj,2134.0
2013,Number,M,5-9,Kakanj,1077.0
2013,Number,F,5-9,Kakanj,1057.0
2013,Number,Both sexes,5-9,Kalesija,1900.0
2013,Number,M,5-9,Kalesija,981.0
2013,Number,F,5-9,Kalesija,919.0
2013,Number,Both sexes,5-9,Kalinovik,67.0
2013,Number,M,5-9,Kalinovik,31.0
2013,Number,F,5-9,Kalinovik,36.0
2013,Number,Both sexes,5-9,Kiseljak,1147.0
2013,Number,M,5-9,Kiseljak,596.0
2013,Number,F,5-9,Kiseljak,551.0
2013,Number,Both sexes,5-9,Kladanj,602.0
2013,Number,M,5-9,Kladanj,315.0
2013,Number,F,5-9,Kladanj,287.0
2013,Number,Both sexes,5-9,Ključ,809.0
2013,Number,M,5-9,Ključ,419.0
2013,Number,F,5-9,Ključ,390.0
2013,Number,Both sexes,5-9,Kneževo,420.0
2013,Number,M,5-9,Kneževo,216.0
2013,Number,F,5-9,Kneževo,204.0
2013,Number,Both sexes,5-9,Konjic,1237.0
2013,Number,M,5-9,Konjic,607.0
2013,Number,F,5-9,Konjic,630.0
2013,Number,Both sexes,5-9,Kostajnica,245.0
2013,Number,M,5-9,Kostajnica,135.0
2013,Number,F,5-9,Kostajnica,110.0
2013,Number,Both sexes,5-9,Kotor Varoš,981.0
2013,Number,M,5-9,Kotor Varoš,494.0
2013,Number,F,5-9,Kotor Varoš,487.0
2013,Number,Both sexes,5-9,Kozarska Dubica,834.0
2013,Number,M,5-9,Kozarska Dubica,412.0
2013,Number,F,5-9,Kozarska Dubica,422.0
2013,Number,Both sexes,5-9,Kreševo,270.0
2013,Number,M,5-9,Kreševo,147.0
2013,Number,F,5-9,Kreševo,123.0
2013,Number,Both sexes,5-9,Krupa Na Uni,57.0
2013,Number,M,5-9,Krupa Na Uni,29.0
2013,Number,F,5-9,Krupa Na Uni,28.0
2013,Number,Both sexes,5-9,Kupres - FBIH,216.0
2013,Number,M,5-9,Kupres - FBIH,114.0
2013,Number,F,5-9,Kupres - FBIH,102.0
2013,Number,Both sexes,5-9,Kupres - RS,8.0
2013,Number,M,5-9,Kupres - RS,5.0
2013,Number,F,5-9,Kupres - RS,3.0
2013,Number,Both sexes,5-9,Laktaši,1873.0
2013,Number,M,5-9,Laktaši,947.0
2013,Number,F,5-9,Laktaši,926.0
2013,Number,Both sexes,5-9,Livno,1465.0
2013,Number,M,5-9,Livno,774.0
2013,Number,F,5-9,Livno,691.0
2013,Number,Both sexes,5-9,Lopare,630.0
2013,Number,M,5-9,Lopare,320.0
2013,Number,F,5-9,Lopare,310.0
2013,Number,Both sexes,5-9,Lukavac,1892.0
2013,Number,M,5-9,Lukavac,983.0
2013,Number,F,5-9,Lukavac,909.0
2013,Number,Both sexes,5-9,Ljubinje,135.0
2013,Number,M,5-9,Ljubinje,64.0
2013,Number,F,5-9,Ljubinje,71.0
2013,Number,Both sexes,5-9,Ljubuški,1573.0
2013,Number,M,5-9,Ljubuški,831.0
2013,Number,F,5-9,Ljubuški,742.0
2013,Number,Both sexes,5-9,Maglaj,1178.0
2013,Number,M,5-9,Maglaj,621.0
2013,Number,F,5-9,Maglaj,557.0
2013,Number,Both sexes,5-9,Milići,580.0
2013,Number,M,5-9,Milići,304.0
2013,Number,F,5-9,Milići,276.0
2013,Number,Both sexes,5-9,Modriča,1128.0
2013,Number,M,5-9,Modriča,573.0
2013,Number,F,5-9,Modriča,555.0
2013,Number,Both sexes,5-9,Mostar,4889.0
2013,Number,M,5-9,Mostar,2503.0
2013,Number,F,5-9,Mostar,2386.0
2013,Number,Both sexes,5-9,Mrkonjić Grad,741.0
2013,Number,M,5-9,Mrkonjić Grad,401.0
2013,Number,F,5-9,Mrkonjić Grad,340.0
2013,Number,Both sexes,5-9,Neum,237.0
2013,Number,M,5-9,Neum,121.0
2013,Number,F,5-9,Neum,116.0
2013,Number,Both sexes,5-9,Nevesinje,669.0
2013,Number,M,5-9,Nevesinje,342.0
2013,Number,F,5-9,Nevesinje,327.0
2013,Number,Both sexes,5-9,Novi Grad,1074.0
2013,Number,M,5-9,Novi Grad,562.0
2013,Number,F,5-9,Novi Grad,512.0
2013,Number,Both sexes,5-9,Sarajevo - Novi Grad,6046.0
2013,Number,M,5-9,Sarajevo - Novi Grad,3071.0
2013,Number,F,5-9,Sarajevo - Novi Grad,2975.0
2013,Number,Both sexes,5-9,Novi Travnik,1345.0
2013,Number,M,5-9,Novi Travnik,689.0
2013,Number,F,5-9,Novi Travnik,656.0
2013,Number,Both sexes,5-9,Novo Goražde,110.0
2013,Number,M,5-9,Novo Goražde,50.0
2013,Number,F,5-9,Novo Goražde,60.0
2013,Number,Both sexes,5-9,Sarajevo - Novo Sarajevo,2736.0
2013,Number,M,5-9,Sarajevo - Novo Sarajevo,1414.0
2013,Number,F,5-9,Sarajevo - Novo Sarajevo,1322.0
2013,Number,Both sexes,5-9,Odžak,823.0
2013,Number,M,5-9,Odžak,440.0
2013,Number,F,5-9,Odžak,383.0
2013,Number,Both sexes,5-9,Olovo,446.0
2013,Number,M,5-9,Olovo,233.0
2013,Number,F,5-9,Olovo,213.0
2013,Number,Both sexes,5-9,Orašje,927.0
2013,Number,M,5-9,Orašje,475.0
2013,Number,F,5-9,Orašje,452.0
2013,Number,Both sexes,5-9,Osmaci,271.0
2013,Number,M,5-9,Osmaci,144.0
2013,Number,F,5-9,Osmaci,127.0
2013,Number,Both sexes,5-9,Oštra Luka,135.0
2013,Number,M,5-9,Oštra Luka,69.0
2013,Number,F,5-9,Oštra Luka,66.0
2013,Number,Both sexes,5-9,Pale - FBIH,42.0
2013,Number,M,5-9,Pale - FBIH,25.0
2013,Number,F,5-9,Pale - FBIH,17.0
2013,Number,Both sexes,5-9,Pale - RS,900.0
2013,Number,M,5-9,Pale - RS,451.0
2013,Number,F,5-9,Pale - RS,449.0
2013,Number,Both sexes,5-9,Pelagićevo,193.0
2013,Number,M,5-9,Pelagićevo,100.0
2013,Number,F,5-9,Pelagićevo,93.0
2013,Number,Both sexes,5-9,Petrovac,18.0
2013,Number,M,5-9,Petrovac,10.0
